text,user,location,Subject,state
" Donald Trump, Boris Johnson and Peter Dutton have all had COVID-19. Has any one of them come out and said; ‚??This is a hor‚?¶",Stevens18Clint,"Coronaville, SC",Donald Trump,South Carolina
" I did NOT fight cancer twice and win, battle Lupus every day to live through 4 more years of Donald Trump.He will DEST‚?¶",LOYALFAN1,"Connecticut, USA",Donald Trump,Connecticut
 Unraveling Lindsey Graham takes bizarre shot at Trump ,annita_bowman,"Oregon, USA",Donald Trump,Oregon
 The Independent:  airs 80-second supercut of 's racist remarks over the past 30 years.‚?¶,Mystiqu49215835,"San Carlos, CA",Donald Trump,California
" Biden couldn‚??t fill a high school gym, but Donald Trump (????èº) is behind in the polls? ",GaryRiggsJr,"Ohio, USA",Donald Trump,Ohio
 Those who didn't vote in 2016 are showing up early in droves ‚?? and more are Democrats. ,GrandmaTayters,"California, USA",Donald Trump,California
" Donald trump, Elon musk and Jeff bozos",666outKast,"Queens, NY",Donald Trump,New York
 Lil Wayne has just endorsed Donald Trump.,Markdugi21,"San Antonio, TX, USA ",Donald Trump,Texas
 An American President attacking American democracy in advance of an election has simply never been seen before. But Donald T‚?¶,PAGilchrist,"Washington, D.C.",Donald Trump,Washington
" Donald Trump Jr.: ""Why aren't they talking about deaths? Oh, oh, because the number is almost nothing because we've gott‚?¶",chrisanthony888,"Stamford, CT",Donald Trump,Connecticut
 Wisconsin voters are already furious at how their state politicians are handling‚??or not handling‚??coronavirus. Now they g‚?¶,auggie_dawgy,"Monterey County, CA",Donald Trump,California
" We are going up on radio in small, African American communities in Florida ‚?? places that neither party pays much attention‚?¶",BonusCup918,"Frederick, MD",Donald Trump,Maryland
 Former NFL Quarterback Jay Cutler Shares Jack Nicklaus‚?? Endorsement Of President Trump ,shrstraker,"Florida, USA",Donald Trump,Florida
"  Donald Trump called Democrats and the media ""the enemy"" from the start.  How do you expect Democrats to view‚?¶",SanDeDoBee,"Utah, USA",Donald Trump,Utah
 Those who didn't vote in 2016 are showing up early in droves ‚?? and more are Democrats. ,thefreaknlady08,"Louisville, KY ",Donald Trump,Kentucky
" Senator Collins was asked *three times* last night if she supports Donald Trump's reelection, and she refused to answer eac‚?¶",kat_pep_,GA,Donald Trump,Georgia
" ""President Donald Trump has refused to say he‚??d accept the results of the election in the event that he‚?¶ ",Jacob_the_lier,"North Carolina, USA",Donald Trump,North Carolina
 It‚??s hard to believe that the people who raised us to never be like Donald Trump are the ones supporting Donald Trump.,modderman_rick,"Phoenix, AZ",Donald Trump,Arizona
 David Letterman calling Donald Trump a straight-up racist. In 2012... ,jeffalford,"Paducah, KY",Donald Trump,Kentucky
 The same political party that impeached President Donald Trump over a phone call about Joe Biden‚??s foreign corruption is‚?¶,Midnigh88205576,"Michigan, USA",Donald Trump,Michigan
" Philly DA Throws Down Over Trump Poll Watchers: We Won't Be Cowed By A 'Despot'. ‚??Break the law here, and I‚??ve got somet‚?¶",Aringr,"Texas, USA",Donald Trump,Texas
 Donald Trump is on track to become the worst jobs president in modern American history. ,Pamela_Wa,"Seattle, WA",Donald Trump,Washington
" Donald Trump Jr.: ""Why aren't they talking about deaths? Oh, oh, because the number is almost nothing because we've gott‚?¶",LaneZane1,"Henderson, NV",Donald Trump,Nevada
" Trump is going to try to make his re-election his final giant con, losing the election but keeping the presidency. Massive l‚?¶",Kevin_C_ONeil,"Hamilton, OH",Donald Trump,Ohio
 Please tell me y‚??all aren‚??t taking Lil Wayne seriously! Donald Trump said that he loves ‚ù§Ô∏è the uneducated this is not surp‚?¶,ScoularHails,"Aberdeen, SD",Donald Trump,South Dakota
 Show this clip to all of the people you know who support Donald Trump and claim he isn‚??t a racist.Decades of documentatio‚?¶,TheRealDidiU,"Monmouth, Oregon",Donald Trump,Oregon
  Tell me again how M4A controlled completely by the Executive Branch (Donald Trump) is an improv‚?¶ ,BrettF02654736,"Oregon, USA",Donald Trump,Oregon
 I think Donald trump now ?????´??Ω,jainormis,"Los Angeles, CA",Donald Trump,California
"  I want my future son to grow up to be like Donald or Eric Trump, not Hunter Biden.",OhioBeeBee,Ohio,Donald Trump,Ohio
 There is no greater supporter of Donald Trump in the world than Mark Zuckerberg / .No one has done more to elect‚?¶,quiktrip10,"Roswell, GA",Donald Trump,Georgia
 Lil Wayne has been to prison. Donald Trump is headed there.,pamelamarie2009,"Winter Haven, FL",Donald Trump,Florida
" MAJOR BREAKING NEWS (UPDATE): As Donald Trump Falsely Declares That America ""Has Turned the Corner"" on COVID-19, Back in‚?¶",rei_c,"Fort Worth, TX",Donald Trump,Texas
     The Russian government interfered in the 2016 U.S‚?¶ ,nana13bug,"North Carolina, USA",Donald Trump,North Carolina
 Remember... it‚??s not just Donald Trump being voted out.... it‚??s his entire family and garbage administration that‚??ll be ki‚?¶,FuzzyDunlop32,"Pasadena, CA",Donald Trump,California
 Americans plan widespread protests if Donald Trump interferes with election || Via: Reuters ,BellGwyneth1981,"Vancouver, WA",Donald Trump,Washington
 It‚??s 2:30 in the morning and Donald Trump is completely melting down right now ,Kat_hy2019,"Michigan, USA",Donald Trump,Michigan
 An American President attacking American democracy in advance of an election has simply never been seen before. But Donald T‚?¶,kmctee,"Austin, TX",Donald Trump,Texas
" Florida and already voted for the only choice, Donald J. Trump!!!!!",rcarey912,"Oviedo, FL",Donald Trump,Florida
 Civil rights leader and Christian activist Rev. William Owens endorsed Donald Trump for president. ‚?¶,Susan44489808,"Virginia, USA",Donald Trump,Virginia
" Donald Trump cancelled his racist pep rally in NC because of wind. Trump is terrified of wind, weather and women. ??? ?§£ ???",WilliamMMcKee,"Virginia Beach, VA",Donald Trump,Virginia
 Go vote for Mr Donald J Trump today,Kenneth34900979,"Cleveland, TN",Donald Trump,Tennessee
 NEW VIDEO: The U.S. is the oldest continuous democracy in the world. Trump is the first president in history to refuse‚?¶,kelly_riedell,"Minneapolis, MN",Donald Trump,Minnesota
 NEW VIDEO: The U.S. is the oldest continuous democracy in the world. Trump is the first president in history to refuse‚?¶,Re_mark_ab1e,"Denver, CO",Donald Trump,Colorado
" Senator Collins was asked *three times* last night if she supports Donald Trump's reelection, and she refused to answer eac‚?¶",IamLucyRicardo,"New York, USA",Donald Trump,New York
 Unraveling Lindsey Graham takes bizarre shot at Trump ,leaciah,"Maryland, USA",Donald Trump,Maryland
 Show this clip to all of the people you know who support Donald Trump and claim he isn‚??t a racist.Decades of documentatio‚?¶,JBellSATX,"San Antonio, TX",Donald Trump,Texas
" MAJOR BREAKING NEWS (UPDATE): As Donald Trump Falsely Declares That America ""Has Turned the Corner"" on COVID-19, Back in‚?¶",sighkey,"Maryland, USA",Donald Trump,Maryland
Go vote for Mr Donald J Trump today,Kenneth34900979,"Cleveland, TN",Donald Trump,Tennessee
 Pollak: 11 Shining Successes of President Donald Trump‚??s First Term  via ,ddk112250,"New Haven,CT",Donald Trump,Connecticut
" The Economist‚??s Zanny Minton Beddoes:‚??If we have another four years of Donald Trump, the America that the world has come to se‚?¶",momma_dailey,"Ohio, USA",Donald Trump,Ohio
 It‚??s 2:30 in the morning and Donald Trump is completely melting down right now ,annita_bowman,"Oregon, USA",Donald Trump,Oregon
 NEW VIDEO! #PleaseSaveTheseChildren  If you don't have a bright line for crimes against children you don't have a line.‚?¶,bronsonTKO,New York,Donald Trump,New York
 ‚??My choice in the 2020 general election is between a personally offensive outsider who signs good policies into law and a‚?¶,eliosc,"Hialeah, FL",Donald Trump,Florida
  Thanks to the incompetent Donald J. Trump:Over 23M Americans are on unemployment.Tens of thousands of sma‚?¶,Ulianita08,"Hidden Hills, CA",Donald Trump,California
"With COVID-19 raging out of control in Wisconsin, it has become imperative for voters to tell Donald Trump‚?¶ ",ajserino,"New Jersey, USA",Donald Trump,New Jersey
" Donald Trump Jr.: ""Why aren't they talking about deaths? Oh, oh, because the number is almost nothing because we've gott‚?¶",cabcbg,"Washington, DC",Donald Trump,Washington
" Biden couldn‚??t fill a high school gym, but Donald Trump (????èº) is behind in the polls? ",pastorrob2020,"Wichita, KS",Donald Trump,Kansas
" Senator Collins was asked *three times* last night if she supports Donald Trump's reelection, and she refused to answer eac‚?¶",RogerKnisely,Pennsylvania,Donald Trump,Pennsylvania
" Golf legend Jack Nicklaus endorses Trump for re-election, calls him ""more diverse"" than any president he's seen  ‚?¶",RetroBaseNgames,"Manhattan, NY",Donald Trump,New York
 America‚??s reputation abroad has plunged during Donald Trump‚??s presidency. Confidence that he will do the right thing in w‚?¶,mvmblackdogs_g,"Denver, CO",Donald Trump,Colorado
 Donald Trump promised he would:‚ù? Make Mexico pay for his wall‚ù? Announce a health care plan‚ù? Pass an infrastructure bill‚?¶,Tikursewe,"Raleigh, NC",Donald Trump,North Carolina
" ""Failed¬†RINO former Governor Rick Snyder of Michigan was a disaster with respect to the Flint Water CATASTROPHE, and a‚?¶",wxyzdetroit,"Detroit, MI",Donald Trump,Michigan
"  I don‚??t want Hunter Biden‚??s laptop. I want Donald Trump‚??s taxes, his medical records, Ivanka‚??s and Jared‚?¶",ivorroy,New York,Donald Trump,New York
" A 64-page document disseminated by associates of Donald Trump appears to be the work of a fake ""intelligence firm.""‚?¶",GrondaMorin,Florida,Donald Trump,Florida
 America‚??s reputation abroad has plunged during Donald Trump‚??s presidency. Confidence that he will do the right thing in w‚?¶,delvis_8,"San Jose, CA",Donald Trump,California
" Hey Rudy, we get it, Donald sent you a desperate panicked call from the WH to get out the fake mes‚?¶ ",PhilipDMorton,"Los Angeles, CA",Donald Trump,California
" .‚Å¶‚Å©, a highly respected retired brigadier general who spent his career in the intelligence field, asks a hitherto u‚?¶",evabai,"Connecticut, USA",Donald Trump,Connecticut
 Remember... it‚??s not just Donald Trump being voted out.... it‚??s his entire family and garbage administration that‚??ll be ki‚?¶,UbelieveInGhost,"Atlanta, GA",Donald Trump,Georgia
 Donald Trump literally appointed three Supreme Court Justices who are prepared to strike down the entire Voting Rights Act‚?¶,MJnCBREEZY4LYFE,"Birmingham, AL",Donald Trump,Alabama
" Biden couldn‚??t fill a high school gym, but Donald Trump (????èº) is behind in the polls? ",mmcandy64,"Chicago, IL",Donald Trump,Illinois
" So much time and energy squandered because we entrusted the White House to the most corrupt, incompetent person imaginable.‚?¶",jay_bowes,"Oxford, MA",Donald Trump,Massachusetts
" PROTESTS PLANNED TO OPPOSE A STOLEN ELECTIONActivist groups plan to hit the streets next week, if President Donald Tru‚?¶",dcboyisangry,"Washington, DC",Donald Trump,Washington
"  Donald Trump Jr: ""These people are truly morons""Then proceeds to counter scientific aggregate data with wh‚?¶",CheviotCourt,"Washington, DC",Donald Trump,Washington
 The men in white coats can't be very far away from Donald Trump. Does Walter Reed hospital have a secure psychiatric unit,Robert_smith001,"Los Angeles, CA",Donald Trump,California
" We are going up on radio in small, African American communities in Florida ‚?? places that neither party pays much attention‚?¶",KatSimkhovitch,"Volusia County, Florida",Donald Trump,Florida
 America‚??s reputation abroad has plunged during Donald Trump‚??s presidency. Confidence that he will do the right thing in w‚?¶,anniescot,"Washington, USA",Donald Trump,Washington
      They all lie. Donald Trump lies like‚?¶ ,Tetgren,"Irvington, NJ",Donald Trump,New Jersey
 ‚??My choice in the 2020 general election is between a personally offensive outsider who signs good policies into law and a‚?¶,AZSuperstitions,"Arizona, USA",Donald Trump,Arizona
" COVID-19 deaths:United States: 225,000Population: 328.2 millionCOVID-19 deaths:Canada: 9,963Japan: 1,716Australia: 9‚?¶",thecwhenry,"San Diego, CA",Donald Trump,California
 There is no greater supporter of Donald Trump in the world than Mark Zuckerberg / .No one has done more to elect‚?¶,JosiePLeon,"Santa Clarita, CA",Donald Trump,California
 ‚??They lied to you about Donald Trump. They lied about Brett Kavanaugh. They lied about children in cages. Hell- they eve‚?¶,JeannaCiccarone,"South Venice, FL",Donald Trump,Florida
 Pollak: 11 Shining Successes of President Donald Trump‚??s First Term  via ,adorbdeplorb,"Phoenix, AZ",Donald Trump,Arizona
"Rage, disbelief, jubilation‚??everyone reacted a little bit differently when Republican Donald Trump won the presiden‚?¶ ",arthur_cambigue,"Tennessee, USA",Donald Trump,Tennessee
 Those who didn't vote in 2016 are showing up early in droves ‚?? and more are Democrats. ,ivorroy,New York,Donald Trump,New York
 Never forget this speech. #Trump2020#DigIt! Donald Trump‚??s Greatest Speech on Taking Back America - ‚?¶,StarShakti369,"Miami Beach, FL",Donald Trump,Florida
